label x;label y
3374;99
3375;99
3376;99
3377;99
3378;99
3379;99
3380;99
3381;99
3382;99
3383;99
3383;99
3384;99
3385;99
3386;99
3387;99
3388;99
3389;99
3390;99
3391;99
3392;99
3393;99
3394;99
3395;99
3396;99
3397;99
3398;99
3399;99
3400;99
3401;99
3402;99
3403;99
3404;99
3405;99
3406;99
3407;99
3408;99
3409;99
3410;99
3410;99
3411;99
3412;99
3413;99
3414;99
3415;99
3416;99
3417;99
3418;99
3419;99
3420;99
3421;99
3422;99
3423;99
3424;99
3425;99
3426;99
3427;99
3428;99
3429;99
3430;99
3431;99
3432;99
3433;99
3434;99
3435;99
3436;99
3437;99
3437;99
3438;99
3439;99
3440;99
3441;99
3442;99
3443;99
3444;99
3445;99
3446;99
3447;99
3448;99
3449;99
3450;99
3451;99
3452;99
3453;99
3454;99
3455;99
3456;99
3457;99
3458;99
3459;99
3460;99
3461;99
3462;99
3463;99
3464;99
3464;99
3465;99
3466;99
3467;99
3468;99
3469;99
3470;99
3471;99
3472;99
3473;99
3474;99
3475;99
3476;99
3477;99
3478;99
3479;99
3480;99
3481;99
3482;99
3483;99
3484;99
3485;99
3486;99
3487;99
3488;99
3489;99
3490;99
3491;99
3491;99
3492;99
3493;99
3494;99
3495;99
3496;99
3497;99
3498;99
3499;99
3500;99
3501;99
3502;99
3503;99
3504;99
3505;99
3506;99
3507;99
3508;99
3509;99
3510;99
3511;99
3512;99
3513;99
3514;99
3515;99
3516;99
3517;99
3518;99
3518;99
3519;99
3520;99
3521;99
3522;99
3523;99
3524;99
3525;99
3526;99
3527;99
3528;99
3529;99
3530;99
3531;99
3532;99
3533;99
3534;99
3535;99
3536;99
3537;99
3538;99
3539;99
3540;99
3541;99
3542;99
3543;99
3544;99
3545;99
3545;99
3546;99
3547;99
3548;99
3549;99
3550;99
3551;99
3552;99
3553;99
3554;99
3555;99
3556;99
3557;99
3558;99
3559;99
3560;99
3561;99
3562;99
3563;99
3564;99
3565;99
3566;99
3567;99
3568;99
3569;99
3570;99
3571;99
3572;99
3572;99
3573;99
3574;99
3575;99
3576;99
3577;99
3578;99
3579;99
3580;99
3581;99
3582;99
3583;99
3584;99
3585;99
3586;99
3587;99
3588;99
3589;99
3590;99
3591;99
3592;99
3593;99
3594;99
3595;99
3596;99
3597;99
3598;99
3599;99
3599;99
3600;99
3601;99
3602;99
3603;99
3604;99
3605;99
3606;99
3607;99
3608;99
3609;99
3610;99
3611;99
3612;99
3613;99
3614;99
3615;99
3616;99
3617;99
3618;99
3619;99
3620;99
3621;99
3622;99
3623;99
3624;99
3625;99
3626;99
3626;99
3627;99
3628;99
3629;99
3630;99
3631;99
3632;99
3633;99
3634;99
3635;99
3636;99
3637;99
3638;99
3639;99
3640;99
3641;99
3642;99
3643;99
3644;99
3645;99
3646;99
3647;99
3648;99
3649;99
3650;99
3651;99
3652;99
3653;99
3653;99
3654;99
3655;99
3656;99
3657;99
3658;99
3659;99
3660;99
3661;99
3662;99
3663;99
3664;99
3665;99
3666;99
3667;99
3668;99
3669;99
3670;100
3671;100
3672;99
3673;99
3674;99
3675;99
3676;99
3677;99
3678;99
3679;99
3680;99
3680;99
3681;99
3682;99
3683;99
3684;99
3685;99
3686;99
3687;99
3688;99
3689;99
3690;99
3691;99
3692;99
3693;99
3694;99
3695;99
3696;99
3697;99
3698;99
3699;99
3700;99
3701;99
3702;99
3703;99
3704;99
3705;99
3706;99
3707;99
3707;99
3708;99
3709;99
3710;99
3711;99
3712;99
3713;99
3714;100
3715;100
3716;100
3717;100
3718;100
3719;100
3720;100
3721;99
3722;99
3723;99
3724;99
3725;99
3726;99
3727;99
3728;99
3729;99
3730;99
3731;99
3732;99
3733;99
3734;99
3734;99
3735;99
3736;99
3737;99
3738;99
3739;99
3740;99
3741;99
3742;99
3743;99
3744;99
3745;99
3746;99
3747;99
3748;99
3749;99
3750;99
3751;99
3752;99
3753;99
3754;99
3755;99
3756;99
3757;99
3758;99
3759;99
3760;99
3761;99
3761;99
3762;99
3763;99
3764;99
3765;99
3766;99
3767;99
3768;99
3769;99
3770;99
3771;99
3772;100
3773;100
3774;100
3775;100
3776;100
3777;100
3778;100
3779;100
3780;100
3781;100
3782;100
3783;100
3784;100
3785;100
3786;100
3787;100
3788;100
3788;100
3789;100
3790;100
3791;100
3792;100
3793;100
3794;100
3795;100
3796;100
3797;100
3798;100
3799;100
3800;100
3801;100
3802;100
3803;100
3804;100
3805;100
3806;100
3807;100
3808;100
3809;100
3810;100
3811;100
3812;100
3813;100
3814;100
3815;100
3815;100
3816;100
3817;100
3818;100
3819;100
3820;100
3821;100
3822;100
3823;100
3824;100
3825;100
3826;100
3827;100
3828;100
3829;100
3830;100
3831;100
3832;100
3833;100
3834;100
3835;100
3836;100
3837;100
3838;100
3839;100
3840;100
3841;100
3842;100
3842;100
3843;100
3844;100
3845;100
3846;100
3847;100
3848;100
3849;100
3850;100
3851;100
3852;100
3853;100
3854;100
3855;100
3856;100
3857;100
3858;100
3859;100
3860;100
3861;100
3862;100
3863;100
3864;100
3865;100
3866;100
3867;100
3868;100
3869;100
3869;100
3870;100
3871;100
3872;100
3873;100
3874;100
3875;100
3876;100
3877;100
3878;100
3879;100
3880;100
3881;100
3882;100
3883;100
3884;100
3885;100
3886;100
3887;100
3888;100
3889;100
3890;100
3891;100
3892;100
3893;100
3894;100
3895;100
3896;100
3896;100
3897;100
3898;100
3899;100
3900;100
3901;100
3902;100
3903;100
3904;100
3905;100
3906;100
3907;100
3908;100
3909;100
3910;100
3911;100
3912;100
3913;100
3914;100
3915;100
3916;100
3917;100
3918;100
3919;100
3920;100
3921;100
3922;100
3923;100
3923;100
3924;100
3925;100
3926;100
3927;100
3928;100
3929;100
3930;100
3931;100
3932;100
3933;100
3934;100
3935;100
3936;100
3937;100
3938;100
3939;100
3940;100
3941;100
3942;100
3943;100
3944;100
3945;100
3946;100
3947;100
3948;100
3949;100
3950;100
3950;100
3951;100
3952;100
3953;100
3954;100
3955;100
3956;100
3957;100
3958;100
3959;100
3960;100
3961;100
3962;100
3963;100
3964;100
3965;100
3966;100
3967;100
3968;100
3969;100
3970;100
3971;100
3972;100
3973;100
3974;100
3975;100
3976;100
3976;100
3977;100
3978;100
3979;100
3980;100
3981;100
3982;100
3983;100
3984;100
3985;100
3986;100
3987;100
3988;100
3989;100
3990;100
3991;100
3992;100
3993;100
3994;100
3995;100
3996;100
3997;100
3998;100
3999;100
4000;100
4001;100
